,INCIDENT_ID_KS,KS_COMPLEX_NAME,COMPLEX_FLAG,LTFS_DAY,LTFS_FIRE,REPORT_YEAR,INCIDENT_NUMBER,ST_INCNUM,REPORT_DATE,REPORT_DOY,HOUR,INCIDENT_NAME,START_YEAR,START_DATE,START_DOY,START_DATE_CORRECTED,START_DOY_CORRECTED,STATUS,AREA,AREA_MEASUREMENT,TYPE_INC,SUPPRESSION_METHOD,IC_NAME,IMT_TYPE,IMT_TYPE_DESCRIPTION,CAUSE,CAUSE_DESCR,COUNTY,LATITUDE,PLONGIT,LONGITUDE,LL_QC,UN_USTATE,UN_UNITID,NWCG_UNITID,GACC,UnitType,Department,Agency,OWNERSHIP_STATE,OWNERSHIP_UNITID,P_CONTAIN,PERCENT_MMA,EXP_CONTAIN,LINE_TO_BUILD,LINE_MEASUREMENT,EST_CONTROL,DEMOBE_START,CONTROLLED_DATE,INJURIES_TO_DATE,INJURIES,FATALITIES,EVACUATION_IN_PROGRESS,NO_EVACUATION,POTENTIAL,NO_LIKELY,C_WIND_SPEED,C_WIND_DIRECTION,C_TEMP,C_TEMPH,C_TEMPL,C_RH,C_RHL,C_RHH,F_WIND_SPEED,F_WIND_DIRECTION,F_TEMP,F_TEMPL,F_TEMPH,F_RH,F_RHL,F_RHH,PRIMARY_FUEL_MODEL,GROWTH_POTENTIAL,TERRAIN,GACC_PRIORITY,DISPATCH_PRIORITY,SUPPNUM,UNIT_TYPE,ST_INC,ST_UNIT,INC_ID,MAX_AREA_INC,FSCLASS,FSCLASS_INC,AREA_Log,npl,SUPPRESSION_BI,SUPP_DECREASE,SUPP_MIX,DURATION,IMT_RANK
2723,2012_MT-BRF-005516_INDIAN RIDGE,NA,NA,1,NA,2012,MT-BRF-005516,MT,13-Sep-12,257,1800,INDIAN RIDGE,2012,8-Aug-12,221,8-Aug-12,221,U,1397,ACRES,WF,PZ,David Fox,5,Type 4 IC,L,Lightning,Idaho,45.781111,114.740278,-114.740278,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,Federal,MT,MT,508,2000,F,F,3.044522438,3,NFS,0,0,70,E
2724,2012_MT-BRF-005516_INDIAN RIDGE,NA,NA,1,NA,2012,MT-BRF-005516,MT,19-Sep-12,263,1350,INDIAN RIDGE,2012,8-Aug-12,221,8-Aug-12,221,U,1592,ACRES,WF,PZ,David Fox,5,Type 4 IC,L,Lightning,Idaho,45.781111,114.740278,-114.740278,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,0,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,Federal,MT,MT,508,2000,F,F,3.044522438,3,NFS,0,0,70,E
2725,2012_MT-BRF-005516_INDIAN RIDGE,NA,NA,1,NA,2012,MT-BRF-005516,MT,20-Sep-12,264,1745,INDIAN RIDGE,2012,8-Aug-12,221,8-Aug-12,221,U,1731,ACRES,WF,PZ,David Fox,5,Type 4 IC,L,Lightning,Idaho,45.781111,114.740278,-114.740278,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,Federal,MT,MT,508,2000,F,F,3.044522438,3,NFS,0,0,70,E
2726,2012_MT-BRF-005516_INDIAN RIDGE,NA,NA,1,NA,2012,MT-BRF-005516,MT,27-Sep-12,271,1230,INDIAN RIDGE,2012,8-Aug-12,221,8-Aug-12,221,U,1751,ACRES,WF,PZ,David Fox,5,Type 4 IC,L,Lightning,Idaho,45.781111,114.740278,-114.740278,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,Federal,MT,MT,508,2000,F,F,3.044522438,3,NFS,0,0,70,E
2727,2012_MT-BRF-005516_INDIAN RIDGE,NA,NA,1,NA,2012,MT-BRF-005516,MT,5-Oct-12,279,1100,INDIAN RIDGE,2012,8-Aug-12,221,8-Aug-12,221,U,2000,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.781111,114.740278,-114.740278,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,Federal,MT,MT,508,2000,F,F,3.044522438,2,NFS,0,0,70,E
2728,2012_MT-BRF-005516_INDIAN RIDGE,NA,NA,1,NA,2012,MT-BRF-005516,MT,11-Oct-12,285,1035,INDIAN RIDGE,2012,8-Aug-12,221,8-Aug-12,221,U,2000,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.781111,114.740278,-114.740278,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,Federal,MT,MT,508,2000,F,F,3.044522438,2,NFS,0,0,70,E
2729,2012_MT-BRF-005516_INDIAN RIDGE,NA,NA,1,NA,2012,MT-BRF-005516,MT,18-Oct-12,292,1403,INDIAN RIDGE,2012,8-Aug-12,221,8-Aug-12,221,F,1764,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.781111,114.740278,-114.740278,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,100,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,Federal,MT,MT,508,2000,F,F,3.044522438,1,NFS,0,0,70,E
2730,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,12-Aug-12,225,1715,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,I,20,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,C,F,3.044522438,4,NFS,0,0,67,E
2731,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,16-Aug-12,229,1603,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,U,60,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,C,F,3.044522438,4,NFS,0,0,67,E
2732,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,23-Aug-12,236,1700,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,U,177,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,0,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,D,F,3.044522438,4,NFS,0,0,67,E
2733,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,30-Aug-12,243,1715,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,U,283,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,0,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,D,F,3.044522438,4,NFS,0,0,67,E
2734,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,6-Sep-12,250,1730,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,U,1064,ACRES,WF,PZ,David Fox,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,F,F,3.044522438,3,NFS,0,0,67,E
2735,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,13-Sep-12,257,1830,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,U,2216,ACRES,WF,PZ,David Fox,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,F,F,3.044522438,3,NFS,0,0,67,E
2736,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,19-Sep-12,263,1350,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,U,2707,ACRES,WF,PZ,David Fox,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,0,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,F,F,3.044522438,3,NFS,0,0,67,E
2737,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,20-Sep-12,264,1746,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,U,2978,ACRES,WF,PZ,David Fox,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,F,F,3.044522438,3,NFS,0,0,67,E
2738,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,27-Sep-12,271,1230,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,U,3254,ACRES,WF,PZ,David Fox,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,F,F,3.044522438,3,NFS,0,0,67,E
2739,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,5-Oct-12,279,1130,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,U,3303,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,F,F,3.044522438,2,NFS,0,0,67,E
2740,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,11-Oct-12,285,1036,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,U,3303,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,F,F,3.044522438,2,NFS,0,0,67,E
2741,2012_MT-BRF-005526_BURNT STRIP,NA,NA,1,NA,2012,MT-BRF-005526,MT,18-Oct-12,292,1408,BURNT STRIP,2012,8-Aug-12,221,8-Aug-12,221,F,3570,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.846944,114.629722,-114.629722,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,100,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,510,3570,F,F,3.044522438,1,NFS,0,0,67,E
2742,2012_MT-BRF-005527_CABIN SPRING,MUSTANG COMPLEX,1,1,NA,2012,MT-BRF-005527,MT,12-Aug-12,225,1745,CABIN SPRING,2012,8-Aug-12,221,8-Aug-12,221,I,1,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.544722,114.961111,-114.961111,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,511,7863,B,G,0.693147181,4,NFS,0,0,24,E
2743,2012_MT-BRF-005527_CABIN SPRING,MUSTANG COMPLEX,1,1,NA,2012,MT-BRF-005527,MT,16-Aug-12,229,1614,CABIN SPRING,2012,8-Aug-12,221,8-Aug-12,221,U,200,ACRES,WF,PZ,Luke Omlid,5,Type 4 IC,L,Lightning,Idaho,45.544722,114.961111,-114.961111,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,511,7863,D,G,0.693147181,4,NFS,0,0,24,E
2744,2012_MT-BRF-005527_CABIN SPRING,MUSTANG COMPLEX,1,1,NA,2012,MT-BRF-005527,MT,23-Aug-12,236,1810,CABIN SPRING,2012,8-Aug-12,221,8-Aug-12,221,U,1871,ACRES,WF,PZ,Carlton Joesph,1,Type 1 Team,L,Lightning,Idaho,45.544722,114.961111,-114.961111,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,0,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,511,7863,F,G,0.693147181,4,NFS,0,0,24,B
2745,2012_MT-BRF-005527_CABIN SPRING,MUSTANG COMPLEX,1,1,NA,2012,MT-BRF-005527,MT,30-Aug-12,243,1730,CABIN SPRING,2012,8-Aug-12,221,8-Aug-12,221,U,4478,ACRES,WF,PZ,David Fox,5,Type 4 IC,L,Lightning,Idaho,45.544722,114.961111,-114.961111,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,0,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,511,7863,F,G,0.693147181,4,NFS,0,0,24,E
2746,2012_MT-BRF-005527_CABIN SPRING,MUSTANG COMPLEX,1,1,NA,2012,MT-BRF-005527,MT,5-Sep-12,249,1810,CABIN SPRING,2012,8-Aug-12,221,8-Aug-12,221,F,7863,ACRES,WF,PZ,Pete Blume,7,Type 1 IC,L,Lightning,Idaho,45.544722,114.961111,-114.961111,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,511,7863,G,G,0.693147181,3,NFS,0,0,24,B
2747,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,12-Aug-12,225,1700,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,I,1,ACRES,WF,PZ,Doug DeMoss,E,SOPL,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,B,F,0.693147181,4,NFS,0,0,67,D
2748,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,16-Aug-12,229,1605,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,U,50,ACRES,WF,PZ,Doug DeMoss,E,SOPL,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,C,F,0.693147181,4,NFS,0,0,67,D
2749,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,23-Aug-12,236,1700,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,U,276,ACRES,WF,PZ,Doug DeMoss,E,SOPL,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,D,F,0.693147181,4,NFS,0,0,67,D
2750,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,30-Aug-12,243,1715,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,U,860,ACRES,WF,PZ,Doug DeMoss,E,SOPL,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,0,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,E,F,0.693147181,4,NFS,0,0,67,D
2751,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,6-Sep-12,250,1728,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,U,1095,ACRES,WF,PZ,Elmore,4,Type 3 IC,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,F,F,0.693147181,3,NFS,0,0,67,D
2752,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,13-Sep-12,257,1841,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,U,1297,ACRES,WF,PZ,Elmore,4,Type 3 IC,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,F,F,0.693147181,3,NFS,0,0,67,D
2753,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,19-Sep-12,263,1345,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,U,2215,ACRES,WF,PZ,Fox,5,Type 4 IC,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,0,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,F,F,0.693147181,3,NFS,0,0,67,E
2754,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,20-Sep-12,264,1747,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,U,2392,ACRES,WF,PZ,Fox,5,Type 4 IC,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,F,F,0.693147181,3,NFS,0,0,67,E
2755,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,27-Sep-12,271,1236,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,U,2608,ACRES,WF,PZ,Fox,5,Type 4 IC,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,F,F,0.693147181,3,NFS,0,0,67,E
2756,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,5-Oct-12,279,1138,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,U,2657,ACRES,WF,PZ,Omlid,5,Type 4 IC,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,F,F,0.693147181,2,NFS,0,0,67,E
2757,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,11-Oct-12,285,1037,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,U,2657,ACRES,WF,PZ,Omlid,5,Type 4 IC,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,F,F,0.693147181,2,NFS,0,0,67,E
2758,2012_MT-BRF-005529_GREEN MOUNTAIN,NA,NA,1,NA,2012,MT-BRF-005529,MT,18-Oct-12,292,1409,GREEN MOUNTAIN,2012,8-Aug-12,221,8-Aug-12,221,F,2968,ACRES,WF,PZ,Omlid,5,Type 4 IC,L,Lightning,Idaho,45.826667,114.684444,-114.684444,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,100,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,512,2968,F,F,0.693147181,1,NFS,0,0,67,E
2759,2012_MT-BRF-005530_WATCHTOWER LAKE,NA,NA,1,NA,2012,MT-BRF-005530,MT,12-Aug-12,225,1800,WATCHTOWER LAKE,2012,8-Aug-12,221,8-Aug-12,221,I,1,ACRES,WF,PZ,Doug DeMoss,E,SOPL,L,Lightning,Idaho,45.856667,114.505,-114.505000,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,513,1090,B,F,0.693147181,4,NFS,0,0,67,D
2760,2012_MT-BRF-005530_WATCHTOWER LAKE,NA,NA,1,NA,2012,MT-BRF-005530,MT,16-Aug-12,229,1613,WATCHTOWER LAKE,2012,8-Aug-12,221,8-Aug-12,221,U,20,ACRES,WF,PZ,Doug DeMoss,E,SOPL,L,Lightning,Idaho,45.856667,114.505,-114.505000,NA,MT,BRF,MTBRF,NR,Federal,USDA,FS,MT,BRF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,MT,MT,513,1090,C,F,0.693147181,4,NFS,0,0,67,D
