"","INCIDENT_ID_KS","KS_COMPLEX_NAME","COMPLEX_FLAG","LTFS_DAY","LTFS_FIRE","REPORT_YEAR","INCIDENT_NUMBER","ST_INCNUM","REPORT_DATE","REPORT_DOY","HOUR","INCIDENT_NAME","START_YEAR","START_DATE","START_DOY","START_DATE_CORRECTED","START_DOY_CORRECTED","STATUS","AREA","AREA_MEASUREMENT","TYPE_INC","SUPPRESSION_METHOD","IC_NAME","IMT_TYPE","IMT_TYPE_DESCRIPTION","CAUSE","CAUSE_DESCR","COUNTY","LATITUDE","LONGITUDE","LL_QC","UN_USTATE","UN_UNITID","NWCG_UNITID","GACC","UnitType","Department","Agency","OWNERSHIP_STATE","OWNERSHIP_UNITID","P_CONTAIN","PERCENT_MMA","EXP_CONTAIN","LINE_TO_BUILD","LINE_MEASUREMENT","EST_CONTROL","DEMOBE_START","CONTROLLED_DATE","INJURIES_TO_DATE","INJURIES","FATALITIES","EVACUATION_IN_PROGRESS","NO_EVACUATION","POTENTIAL","NO_LIKELY","C_WIND_SPEED","C_WIND_DIRECTION","C_TEMP","C_TEMPH","C_TEMPL","C_RH","C_RHL","C_RHH","F_WIND_SPEED","F_WIND_DIRECTION","F_TEMP","F_TEMPL","F_TEMPH","F_RH","F_RHL","F_RHH","PRIMARY_FUEL_MODEL","GROWTH_POTENTIAL","TERRAIN","GACC_PRIORITY","DISPATCH_PRIORITY","UNIT_TYPE","ST_INC","ST_UNIT","FSCLASS","MAX_AREA_INC","FSCLASS_INC","AREA_Log","SUPPRESSION_BI","SUPP_DECREASE","SUPP_MIX","IMT_NUM"
"5947","2009_ID-BOF-000766_CUPP CORRAL",NA,NA,1,NA,2009,"ID-BOF-000766","ID","15-Oct-09",288,1535,"CUPP CORRAL",2009,"14-Sep-09",257,"14-Sep-09",257,"F",0.2,"ACRES","WF","CC","MIKE THEISEN",NA,NA,"L","Lightning","VALLEY",44.475,115.733056,NA,"ID","BOF","IDBOF","EB","Federal","USDA","FS","ID","BOF",100,"P",NA,NA,"CHAINS",NA,NA,"13-Oct-09",0,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federal","ID","ID","A",0.2,"A",0.0953101798043249,"NFS","0","0",NA
"5948","2009_MT-FNF-000055_LOST CREEK",NA,NA,1,NA,2009,"MT-FNF-000055","MT","15-Oct-09",288,1541,"LOST CREEK",2009,"26-Sep-09",269,"26-Sep-09",269,"F",650,"ACRES","WF","CC","Pargman","5","Type 4 IC","H","Human","Lake",47.898611,113.709722,NA,"MT","FNF","MTFNF","NR","Federal","USDA","FS","MT","FNF",100,"P","16-Oct-09",NA,"CHAINS","16-Oct-09",NA,"16-Oct-09",0,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","Extreme",NA,NA,"Federal","MT","MT","E",650,"E",6.47850964220857,"NFS","0","0",5
"5949","2009_WY-BTF-037_GUNSIGHT",NA,NA,1,NA,2009,"WY-BTF-037","WY","1-Oct-09",274,1600,"GUNSIGHT",2009,"27-Sep-09",270,"27-Sep-09",270,"U",3025,"ACRES","WF","PZ","Larry Svalberg","2","Type 2 Team","U","Under Investigation","TETON",43.633333,110.2975,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",NA,"P",NA,NA,"CHAINS",NA,"1-Oct-09",NA,0,0,0,"N","N","N","Y",144,"S",39,33,32,102,42,42,116,"s",56,32,27,237,43,43,"10","Low","Extreme",NA,NA,"Federal","WY","WY","F",3257,"F",6.21660610108486,"NFS","0","0",2
"5950","2009_MT-BDF-000050_TABLE MOUNTAIN",NA,NA,1,NA,2009,"MT-BDF-000050","MT","1-Oct-09",274,1615,"TABLE MOUNTAIN",2009,"12-Sep-09",255,"12-Sep-09",255,"U",5400,"ACRES","WF","CC","HARRINGTON/SAMPSON","4","Type 3 IC","L","Lightning","Granite",46.063056,113.716389,NA,"MT","BDF","MTBDF","NR","Federal","USDA","FS","MT","BDF",NA,"P",NA,NA,"CHAINS",NA,"30-Sep-09",NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","High",NA,NA,"Federal","MT","MT","G",5400,"G",8.34307787116938,"NFS","0","0",4
"5951","2009_MT-BRF-5198_GIRD END",NA,NA,1,NA,2009,"MT-BRF-5198","MT","1-Oct-09",274,1700,"GIRD END",2009,"9-Sep-09",252,"9-Sep-09",252,"U",2514,"ACRES","WF","CC","Williams","5","Type 4 IC","L","Lightning","Ravalli",46.246667,113.887222,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",NA,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","High","High",NA,NA,"Federal","MT","MT","F",2514,"F",4.79579054559674,"NFS","0","0",5
"5952","2009_MT-BRF-5183_SLIDE",NA,NA,1,NA,2009,"MT-BRF-5183","MT","2-Oct-09",275,1229,"SLIDE",2009,"3-Sep-09",246,"3-Sep-09",246,"I",1150,"ACRES","WF","CC","Olpin","5","Type 4 IC","L","Lightning","Idaho",45.605,114.916389,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",0,"P","31-Oct-09",0,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,"Federal","MT","MT","F",1150,"F",7.04838640872188,"NFS","0","0",5
"5953","2009_MT-FHA-187_SADDLE MTN 2",NA,NA,NA,NA,2009,"MT-FHA-187","MT","2-Oct-09",275,1503,"SADDLE MTN 2",2009,"23-Sep-09",266,"23-Sep-09",266,"F",470,"ACRES","WF","FS","BOB MCCREA","3","Type 3 Team","H","Human","LAKE",47.15,114.166667,NA,"MT","FHA","MTFHA","NR","Federal","USDI","BIA","MT","FHA",100,"P","1-Oct-09",NA,"CHAINS",NA,"27-Sep-09",NA,NA,NA,NA,"N","N","N","N",36,"6",58,46,45,78,27,27,115,"NE",48,30,25,220,38,38,NA,"Low","High",NA,NA,"Federal","MT","MT","E",470,"E",6.14418563412565,"FS","0","0",3
"5954","2009_ID-IPF-004023_NUGGET",NA,NA,NA,NA,2009,"ID-IPF-004023","ID","2-Oct-09",275,1530,"NUGGET",2009,"28-Sep-09",271,"28-Sep-09",271,"U",1500,"ACRES","WF","FS","Rod Weeks","3","Type 3 Team","H","Human","Shoshone",47.193333,115.596389,NA,"ID","IPF","IDIPF","NR","Federal","USDA","FS","ID","PRI",80,"P","4-Oct-09",0,"CHAINS","4-Oct-09","5-Oct-09",NA,0,0,0,"N","Y","N","Y",97,"SW",39,33,32,144,78,78,309,"NE",34,25,20,250,49,49,"10","Low","High",NA,NA,"Federal","ID","ID","F",1534,"F",5.30330490805908,"FS","0","0",3
"5955","2009_ID-PAF-009_DIAMOND ROCK",NA,NA,1,NA,2009,"ID-PAF-009","ID","2-Oct-09",275,1545,"DIAMOND ROCK",2009,"27-Sep-09",270,"27-Sep-09",270,"U",212,"ACRES","WF","CC","Patrick Morgan","4","Type 3 IC","N","N/A","Valley",45.174722,115.905556,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","Low","High",NA,1,"Federal","ID","ID","D",212,"D",4.94875989037817,"NFS","0","0",4
"5956","2009_WY-BTF-037_GUNSIGHT",NA,NA,1,NA,2009,"WY-BTF-037","WY","2-Oct-09",275,1545,"GUNSIGHT",2009,"27-Sep-09",270,"27-Sep-09",270,"U",3257,"ACRES","WF","PZ","c.vero","5","Type 4 IC","U","Under Investigation","TETON",43.633333,110.2975,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",NA,"P",NA,NA,"CHAINS",NA,"1-Oct-09",NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Low","Extreme",NA,NA,"Federal","WY","WY","F",3257,"F",6.21660610108486,"NFS","0","0",5
"5957","2009_WY-BTF-019_DITCH CREEK",NA,NA,1,NA,2009,"WY-BTF-019","WY","2-Oct-09",275,1550,"DITCH CREEK",2009,"14-Aug-09",226,"14-Aug-09",226,"U",35,"ACRES","WF","CC","VERO","B","FUM2","L","Lightning","TETON",43.718056,110.510278,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",NA,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federal","WY","WY","C",35,"C",0.262364264467491,"NFS","0","0",10
"5958","2009_MT-FNF-000050_NINKO CREEK",NA,NA,1,NA,2009,"MT-FNF-000050","MT","2-Oct-09",275,1735,"NINKO CREEK",2009,"18-Sep-09",261,"18-Sep-09",261,"U",662,"ACRES","WF","CC","Woody","5","Type 4 IC","L","Lightning","Flathead",48.870556,114.595,NA,"MT","FNF","MTFNF","NR","Federal","USDA","FS","MT","FNF",NA,"P","3-Oct-09",NA,"CHAINS","3-Oct-09","30-Sep-09",NA,1,0,0,"N","N","N","Y",239,"SW",29,32,26,121,56,56,133,"NE",30,22,22,258,51,56,"10","Medium","Extreme",NA,NA,"Federal","MT","MT","E",662,"E",5.30330490805908,"NFS","0","2",5
"5959","2009_ID-IPF-004023_NUGGET",NA,NA,NA,NA,2009,"ID-IPF-004023","ID","3-Oct-09",276,1635,"NUGGET",2009,"28-Sep-09",271,"28-Sep-09",271,"U",1250,"ACRES","WF","FS","Rod Weeks","3","Type 3 Team","H","Human","Shoshone",47.193333,115.596389,NA,"ID","IPF","IDIPF","NR","Federal","USDA","FS","ID","PRI",80,"P","4-Oct-09",0,"CHAINS","14-Oct-09","5-Oct-09",NA,0,0,0,"N","Y","N","Y",97,"S",24,23,22,133,67,67,119,"E",34,25,20,261,53,54,"10","Low","High",NA,NA,"Federal","ID","ID","F",1534,"F",5.30330490805908,"FS","0","0",3
"5960","2009_ID-IPF-004023_NUGGET",NA,NA,NA,NA,2009,"ID-IPF-004023","ID","4-Oct-09",277,1750,"NUGGET",2009,"28-Sep-09",271,"28-Sep-09",271,"U",1250,"ACRES","WF","FS","Rod Weeks","3","Type 3 Team","H","Human","Shoshone",47.193333,115.596389,NA,"ID","IPF","IDIPF","NR","Federal","USDA","FS","ID","PRI",80,"P","4-Oct-09",0,"CHAINS","14-Oct-09","5-Oct-09",NA,0,0,0,"N","Y","N","Y",209,"E",41,35,34,89,32,32,55,"NE",66,35,30,198,32,33,"10","Low","High",NA,NA,"Federal","ID","ID","F",1534,"F",5.30330490805908,"FS","0","0",3
"5961","2009_ID-IPF-004023_NUGGET",NA,NA,NA,NA,2009,"ID-IPF-004023","ID","5-Oct-09",278,1700,"NUGGET",2009,"28-Sep-09",271,"28-Sep-09",271,"U",1250,"ACRES","WF","FS","Renee Kuehner","5","Type 4 IC","H","Human","Shoshone",47.193333,115.596389,NA,"ID","IPF","IDIPF","NR","Federal","USDA","FS","ID","PRI",80,"P","19-Oct-09",0,"CHAINS","19-Oct-09","19-Oct-09",NA,0,0,0,"N","N","N","N",186,"SW",54,43,42,65,22,22,26,"SW",79,37,32,168,25,26,"10","Low","High",NA,NA,"Federal","ID","ID","F",1534,"F",5.30330490805908,"FS","0","0",5
"5962","2009_ID-IPF-004023_NUGGET",NA,NA,NA,NA,2009,"ID-IPF-004023","ID","6-Oct-09",279,1842,"NUGGET",2009,"28-Sep-09",271,"28-Sep-09",271,"U",1259,"ACRES","WF","FS","Renee Kuehner","5","Type 4 IC","H","Human","Shoshone",47.193333,115.596389,NA,"ID","IPF","IDIPF","NR","Federal","USDA","FS","ID","PRI",80,"P","19-Oct-09",0,"CHAINS","19-Oct-09","19-Oct-09",NA,0,0,0,"N","N","N","N",217,"SE",53,42,41,69,23,23,58,"NE",31,23,18,275,62,63,"10","Low","High",NA,NA,"Federal","ID","ID","F",1534,"F",5.30330490805908,"FS","0","0",5
"5963","2009_ID-IPF-004023_NUGGET",NA,NA,NA,NA,2009,"ID-IPF-004023","ID","7-Oct-09",280,1814,"NUGGET",2009,"28-Sep-09",271,"28-Sep-09",271,"U",1259,"ACRES","WF","FS","Renee Kuehner","5","Type 4 IC","H","Human","Shoshone",47.193333,115.596389,NA,"ID","IPF","IDIPF","NR","Federal","USDA","FS","ID","PRI",80,"P","19-Oct-09",NA,"CHAINS","19-Oct-09","19-Oct-09",NA,0,0,0,"N","N","N","N",181,"SE",40,34,33,101,41,41,241,"W",43,28,23,237,43,43,"10","Low","High",NA,NA,"Federal","ID","ID","F",1534,"F",5.30330490805908,"FS","0","0",5
"5964","2009_ID-SCF-9325_TAPPAN",NA,NA,1,NA,2009,"ID-SCF-9325","ID","8-Oct-09",281,1529,"TAPPAN",2009,"3-Sep-09",246,"3-Sep-09",246,"F",0,"ACRES","WF","CC","Bill Blount",NA,NA,"L","Lightning","Valley",45.875833,114.773056,NA,"ID","SCF","IDSCF","EB","Federal","USDA","FS","ID","SCF",NA,"P","1-Oct-09",NA,"CHAINS",NA,NA,"1-Oct-09",NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federal","ID","ID","A",1,"B",0.693147180559945,"NFS","0","0",NA
"5965","2009_ID-SCF-9340_TRAIL",NA,NA,1,NA,2009,"ID-SCF-9340","ID","8-Oct-09",281,1530,"TRAIL",2009,"29-Aug-09",241,"29-Aug-09",241,"F",1,"ACRES","WF","CC","Blount","5","Type 4 IC","L","Lightning","Valley",44.847222,114.983056,NA,"ID","SCF","IDSCF","EB","Federal","USDA","FS","ID","SCF",NA,"P",NA,NA,"CHAINS",NA,NA,"1-Oct-09",NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federal","ID","ID","B",1,"B",0.182321556793955,"NFS","0","0",5
"5966","2009_ID-BOF-000390_EIGHTMILE CREEK",NA,NA,1,NA,2009,"ID-BOF-000390","ID","8-Oct-09",281,1605,"EIGHTMILE CREEK",2009,"12-Jul-09",193,"12-Jul-09",193,"F",1264,"ACRES","WF","CC",NA,NA,NA,"L","Lightning","Boise",44.176389,115.39,NA,"ID","BOF","IDBOF","EB","Federal","USDA","FS","ID","BOF",100,"P",NA,0,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","Low","High",NA,NA,"Federal","ID","ID","F",1264,"F",0.0953101798043249,"NFS","0","0",NA
"5967","2009_ID-IPF-004023_NUGGET",NA,NA,NA,NA,2009,"ID-IPF-004023","ID","8-Oct-09",281,1830,"NUGGET",2009,"28-Sep-09",271,"28-Sep-09",271,"U",1259,"ACRES","WF","FS","Renee Kuehner","5","Type 4 IC","H","Human","Shoshone",47.193333,115.596389,NA,"ID","IPF","IDIPF","NR","Federal","USDA","FS","ID","PRI",80,"P","19-Oct-09",0,"CHAINS","19-Oct-09","19-Oct-09",NA,0,0,0,"N","N","N","N",97,"SE",36,32,31,104,44,44,128,"E",24,19,14,294,74,77,"10","Low","High",NA,NA,"Federal","ID","ID","F",1534,"F",5.30330490805908,"FS","0","0",5
"5968","2009_ID-IPF-004023_NUGGET",NA,NA,NA,NA,2009,"ID-IPF-004023","ID","9-Oct-09",282,1850,"NUGGET",2009,"28-Sep-09",271,"28-Sep-09",271,"U",1250,"ACRES","WF","FS","Renee Kuehner","5","Type 4 IC","H","Human","Shoshone",47.193333,115.596389,NA,"ID","IPF","IDIPF","NR","Federal","USDA","FS","ID","PRI",80,"P","19-Oct-09",NA,"CHAINS","19-Oct-09","19-Oct-09",NA,0,0,0,"N","N","N","N",217,"SE",36,32,31,116,52,52,330,"se",28,21,16,263,54,55,"10","Low","High",NA,NA,"Federal","ID","ID","F",1534,"F",5.30330490805908,"FS","0","0",5
"5969","2009_ID-IPF-004023_NUGGET",NA,NA,NA,NA,2009,"ID-IPF-004023","ID","11-Oct-09",284,1830,"NUGGET",2009,"28-Sep-09",271,"28-Sep-09",271,"U",1250,"ACRES","WF","FS","Renee Kuehner","5","Type 4 IC","H","Human","Shoshone",47.193333,115.596389,NA,"ID","IPF","IDIPF","NR","Federal","USDA","FS","ID","PRI",80,"P","19-Oct-09",NA,"CHAINS","19-Oct-09","19-Oct-09",NA,0,0,0,"N","N","N","N",13,"NE",24,23,22,104,44,44,24,"NE",11,11,13,180,27,43,"10","Low","High",NA,NA,"Federal","ID","ID","F",1534,"F",5.30330490805908,"FS","0","0",5
"5970","2009_ID-PAF-009033_NO NAME",NA,NA,1,NA,2009,"ID-PAF-009033","ID","13-Oct-09",286,1800,"NO NAME",2009,"5-Aug-09",217,"5-Aug-09",217,"F",100,"ACRES","WF","CC","Paul Klasner","6","Type 5 IC","L","Lightning","Valley",44.838333,115.783056,NA,"ID","PAF","IDPAF","EB","Federal","USDA","FS","ID","PAF",NA,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Low","High",NA,NA,"Federal","ID","ID","D",100,"D",NA,"NFS","0","0",6
"5971","2009_WY-BTF-028_CEDAR",NA,NA,1,NA,2009,"WY-BTF-028","WY","14-Oct-09",287,1044,"CEDAR",2009,"18-Sep-09",261,"18-Sep-09",261,"F",1,"ACRES","WF","CC","Barnes","6","Type 5 IC","L","Lightning","Lincoln",42.555278,110.861667,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",NA,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federal","WY","WY","B",1,"B",0.0953101798043249,"NFS","0","0",6
"5972","2009_MT-BDF-000043_SAND BASIN",NA,NA,1,NA,2009,"MT-BDF-000043","MT","16-Oct-09",289,1430,"SAND BASIN",2009,"22-Aug-09",234,"22-Aug-09",234,"F",300,"ACRES","WF","CC","JOE BRABENDER","4","Type 3 IC","L","Lightning","GRANITE",46.176667,113.722778,NA,"MT","BDF","MTBDF","NR","Federal","USDA","FS","MT","BDF",100,"P",NA,NA,"CHAINS",NA,NA,"16-Oct-09",NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","High","High",NA,NA,"Federal","MT","MT","E",305,"E",5.35185813347607,"NFS","0","0",4
"5973","2009_MT-BDF-000041_LILY LAKE",NA,NA,1,NA,2009,"MT-BDF-000041","MT","16-Oct-09",289,1436,"LILY LAKE",2009,"13-Aug-09",225,"13-Aug-09",225,"F",2120,"ACRES","WF","CC","LIPPICOTT","4","Type 3 IC","L","Lightning","BEAVERHEAD",45.623889,113.316944,NA,"MT","BDF","MTBDF","NR","Federal","USDA","FS","MT","BDF",100,"P",NA,NA,"CHAINS",NA,"30-Sep-09","16-Oct-09",1,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Low","Extreme",NA,NA,"Federal","MT","MT","F",2200,"F",5.19849703126583,"NFS","0","0",4
"5974","2009_MT-BDF-000050_TABLE MOUNTAIN",NA,NA,1,NA,2009,"MT-BDF-000050","MT","16-Oct-09",289,1600,"TABLE MOUNTAIN",2009,"12-Sep-09",255,"12-Sep-09",255,"F",5200,"ACRES","WF","CC","HARRINGTON/SAMPSON","4","Type 3 IC","L","Lightning","Granite",46.063056,113.716389,NA,"MT","BDF","MTBDF","NR","Federal","USDA","FS","MT","BDF",100,"P",NA,NA,"CHAINS",NA,"30-Sep-09","16-Oct-09",0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","High",NA,NA,"Federal","MT","MT","G",5400,"G",8.34307787116938,"NFS","0","0",4
"5975","2009_ID-CWF-000096_MAUD",NA,NA,1,NA,2009,"ID-CWF-000096","ID","21-Oct-09",294,1532,"MAUD",2009,"24-Jul-09",205,"24-Jul-09",205,"F",443,"ACRES","WF","CC","Wilson","4","Type 3 IC","L","Lightning","Idaho",43.501389,114.458056,NA,"ID","CWF","IDCWF","NR","Federal","USDA","FS","ID","CWF",NA,"M","30-Nov-09",NA,"CHAINS",NA,NA,"20-Oct-09",0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","High","High",NA,NA,"Federal","ID","ID","E",443,"E",5.01727983681492,"NFS","0","0",4
"5976","2009_ID-NPF-000149_WARM SPRINGS",NA,NA,1,NA,2009,"ID-NPF-000149","ID","22-Oct-09",295,930,"WARM SPRINGS",2009,"28-Jul-09",209,"28-Jul-09",209,"F",500,"ACRES","WF","CC","Pappani","5","Type 4 IC","L","Lightning","Idaho",45.8525,114.954167,NA,"ID","NPF","IDNPF","NR","Federal","USDA","FS","ID","NPF",100,"P","22-Oct-09",NA,"CHAINS","31-Oct-09",NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","High",NA,NA,"Federal","ID","ID","E",500,"E",4.71849887129509,"NFS","0","0",5
"5977","2009_WY-BTF-021_LITTLE BROWN",NA,NA,1,NA,2009,"WY-BTF-021","WY","23-Oct-09",296,1005,"LITTLE BROWN",2009,"30-Aug-09",242,"30-Aug-09",242,"F",100,"ACRES","WF","CC","Justin Kaber/Rick Lancaster(t)","5","Type 4 IC","L","Lightning","Sublette",42.960278,109.654722,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",100,"P","16-Oct-09",NA,"CHAINS",NA,NA,"16-Oct-09",0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federal","WY","WY","D",100,"D",2.94443897916644,"NFS","0","0",5
"5978","2009_MT-BDF-000026_BIELENBURG",NA,NA,1,NA,2009,"MT-BDF-000026","MT","23-Oct-09",296,1050,"BIELENBURG",2009,"12-Jul-09",193,"12-Jul-09",193,"F",1950,"ACRES","WF","CC","LAMBERT/AGNER","4","Type 3 IC","L","Lightning","Powell",46.288056,112.963056,NA,"MT","BDF","MTBDF","NR","Federal","USDA","FS","MT","BDF",100,"P",NA,NA,"CHAINS",NA,"1-Oct-09",NA,2,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Low","Medium",NA,NA,"Federal","MT","MT","F",2000,"F",5.80211837537706,"NFS","0","2",4
"5979","2009_MT-KNF-000155_LAWRENCE MOUNTAIN",NA,NA,1,NA,2009,"MT-KNF-000155","MT","26-Oct-09",299,900,"LAWRENCE MOUNTAIN",2009,"2-Sep-09",245,"2-Sep-09",245,"F",2400,"ACRES","WF","CC","Muenster/Lemer","4","Type 3 IC","L","Lightning","Lincoln",48.614167,115.419444,NA,"MT","KNF","MTKNF","NR","Federal","USDA","FS","MT","KNF",100,"P","26-Oct-09",NA,"CHAINS","30-Oct-09",NA,"26-Oct-09",0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","Medium",NA,NA,"Federal","MT","MT","F",2400,"F",4.79579054559674,"NFS","0","0",4
"5980","2009_WY-BTF-037_GUNSIGHT",NA,NA,1,NA,2009,"WY-BTF-037","WY","29-Oct-09",302,1326,"GUNSIGHT",2009,"27-Sep-09",270,"27-Sep-09",270,"F",3257,"ACRES","WF","PZ","c.vero","5","Type 4 IC","H","Human","TETON",43.633333,110.2975,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",NA,"P",NA,NA,"CHAINS",NA,"1-Oct-09","29-Oct-09",0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Low","Extreme",NA,NA,"Federal","WY","WY","F",3257,"F",6.21660610108486,"NFS","0","0",5
"5981","2009_WY-BTF-019_DITCH CREEK",NA,NA,1,NA,2009,"WY-BTF-019","WY","29-Oct-09",302,1336,"DITCH CREEK",2009,"14-Aug-09",226,"14-Aug-09",226,"F",NA,"ACRES","WF","CC","VERO","B","FUM2","L","Lightning","TETON",43.718056,110.510278,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",NA,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federal","WY","WY",NA,35,"C",0.262364264467491,"NFS","0","0",10
"5982","2009_ID-IPF-1019_DECLARE INDEPENDENCE",NA,NA,1,NA,2009,"ID-IPF-1019","ID","30-Oct-09",303,1130,"DECLARE INDEPENDENCE",2009,"11-Sep-09",254,"11-Sep-09",254,"F",116,"ACRES","WF","CC",NA,NA,NA,"L","Lightning","Bonner",47.9,116.344167,NA,"ID","IPF","IDIPF","NR","Federal","USDA","FS","ID","IPF",100,"P",NA,NA,"CHAINS",NA,NA,"28-Oct-09",0,0,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,"Federal","ID","ID","D",116,"D",4.63472898822964,"NFS","0","0",NA
"5983","2009_WY-GTP-9049_BEARPAW BAY",NA,NA,1,NA,2009,"WY-GTP-9049","WY","2-Nov-09",306,900,"BEARPAW BAY",2009,"30-Aug-09",242,"30-Aug-09",242,"F",2844,"ACRES","WF","PZ","Collins","3","Type 3 Team","L","Lightning","Teton",43.8425,110.708889,NA,"WY","GTP","WYGTP","EB","Federal","USDI","NPS","WY","GTP",100,"P",NA,0,"CHAINS",NA,"30-Sep-09","31-Oct-09",0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Low","Medium",NA,NA,"Federal","WY","WY","F",2844,"F",1.25276296849537,"NFS","0","2",3
"5984","2009_MT-BRF-5138_BASIN",NA,NA,1,NA,2009,"MT-BRF-5138","MT","16-Nov-09",320,814,"BASIN",2009,"29-Jul-09",210,"29-Jul-09",210,"F",120,"ACRES","WF","CC","DeMoss","5","Type 4 IC","L","Lightning","Idaho",45.645556,114.933056,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",100,"P","12-Nov-09",NA,"CHAINS","12-Nov-09",NA,"12-Nov-09",NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,"Federal","MT","MT","D",120,"D",4.79579054559674,"NFS","0","0",5
